zone,from,to,weight_km,feasible
West,Z5_C5,Z5_C12,2.823752,True
West,Z5_C5,Z5_C13,3.05714,True
West,Z5_C5,Z5_C14,1.768041,True
West,Z5_C5,Z5_C15,0.504712,True
West,Z5_C5,Z5_C16,4.548746,True
West,Z5_C6,Z5_C7,5.179308,True
West,Z5_C6,Z5_C8,3.158543,True
West,Z5_C6,Z5_C9,2.949248,True
West,Z5_C6,Z5_C10,2.971645,True
West,Z5_C6,Z5_C11,0.515629,True
West,Z5_C6,Z5_C12,4.590323,True
West,Z5_C6,Z5_C13,2.750609,True
West,Z5_C6,Z5_C14,5.880045,True
West,Z5_C6,Z5_C15,4.765608,True
West,Z5_C6,Z5_C16,0.32262,True
West,Z5_C7,Z5_C8,2.296761,True
West,Z5_C7,Z5_C9,4.65773,True
West,Z5_C7,Z5_C10,2.209478,True
West,Z5_C7,Z5_C11,5.463924,True
West,Z5_C7,Z5_C12,0.661452,True
West,Z5_C7,Z5_C13,2.451833,True
West,Z5_C7,Z5_C14,3.141193,True
West,Z5_C7,Z5_C15,3.540983,True
West,Z5_C7,Z5_C16,5.496896,True
West,Z5_C8,Z5_C9,2.470961,True
West,Z5_C8,Z5_C10,0.780235,True
West,Z5_C8,Z5_C11,3.334765,True
West,Z5_C8,Z5_C12,1.637326,True
West,Z5_C8,Z5_C13,1.130863,True
West,Z5_C8,Z5_C14,2.995627,True
West,Z5_C8,Z5_C15,2.369952,True
West,Z5_C8,Z5_C16,3.480018,True
West,Z5_C9,Z5_C10,3.039697,True
West,Z5_C9,Z5_C11,2.712082,True
West,Z5_C9,Z5_C12,4.0058,True
West,Z5_C9,Z5_C13,3.199293,True
West,Z5_C9,Z5_C14,3.674718,True
West,Z5_C9,Z5_C15,2.297512,True
West,Z5_C9,Z5_C16,3.155444,True
West,Z5_C10,Z5_C11,3.259105,True
West,Z5_C10,Z5_C12,1.625047,True
West,Z5_C10,Z5_C13,0.388662,True
West,Z5_C10,Z5_C14,3.663451,True
West,Z5_C10,Z5_C15,3.145112,True
West,Z5_C10,Z5_C16,3.290572,True
West,Z5_C11,Z5_C12,4.850917,True
West,Z5_C11,Z5_C13,3.083723,True
West,Z5_C11,Z5_C14,5.893116,True
West,Z5_C11,Z5_C15,4.70087,True
West,Z5_C11,Z5_C16,0.502275,True
West,Z5_C12,Z5_C13,1.916019,True
West,Z5_C12,Z5_C14,2.878282,True
West,Z5_C12,Z5_C15,3.044154,True
West,Z5_C12,Z5_C16,4.910756,True
West,Z5_C13,Z5_C14,4.051519,True
West,Z5_C13,Z5_C15,3.49996,True
West,Z5_C13,Z5_C16,3.062649,True
West,Z5_C14,Z5_C15,1.403365,True
West,Z5_C14,Z5_C16,6.18081,True
West,Z5_C15,Z5_C16,5.044848,True
South-West,Z6_C1,Z6_C2,1.150765,True
South-West,Z6_C1,Z6_C3,3.849589,True
South-West,Z6_C1,Z6_C4,1.279181,True
South-West,Z6_C1,Z6_C5,2.693089,True
South-West,Z6_C1,Z6_C6,4.443268,True
South-West,Z6_C1,Z6_C7,4.085311,True
South-West,Z6_C1,Z6_C8,2.90383,True
South-West,Z6_C1,Z6_C9,2.081155,True
South-West,Z6_C1,Z6_C10,2.584995,True
South-West,Z6_C1,Z6_C11,2.282205,True
South-West,Z6_C1,Z6_C12,3.762369,True
South-West,Z6_C1,Z6_C13,2.257409,True
South-West,Z6_C1,Z6_C14,1.575798,True
South-West,Z6_C1,Z6_C15,3.501775,True
South-West,Z6_C1,Z6_C16,3.615851,True
South-West,Z6_C2,Z6_C3,4.486206,True
South-West,Z6_C2,Z6_C4,2.228435,True
South-West,Z6_C2,Z6_C5,2.433276,True
South-West,Z6_C2,Z6_C6,5.511744,True
South-West,Z6_C2,Z6_C7,4.184651,True
South-West,Z6_C2,Z6_C8,4.011858,True
South-West,Z6_C2,Z6_C9,1.376659,True
South-West,Z6_C2,Z6_C10,3.703492,True
South-West,Z6_C2,Z6_C11,3.153558,True
South-West,Z6_C2,Z6_C12,4.247857,True
South-West,Z6_C2,Z6_C13,2.403956,True
South-West,Z6_C2,Z6_C14,2.604875,True
South-West,Z6_C2,Z6_C15,4.214441,True
South-West,Z6_C2,Z6_C16,3.557571,True
South-West,Z6_C3,Z6_C4,2.645587,True
South-West,Z6_C3,Z6_C5,3.054667,True
South-West,Z6_C3,Z6_C6,5.760789,True
South-West,Z6_C3,Z6_C7,2.051393,True
South-West,Z6_C3,Z6_C8,2.718323,True
South-West,Z6_C3,Z6_C9,3.99232,True
South-West,Z6_C3,Z6_C10,2.813798,True
South-West,Z6_C3,Z6_C11,1.721651,True
South-West,Z6_C3,Z6_C12,0.635191,True
South-West,Z6_C3,Z6_C13,2.339335,True
South-West,Z6_C3,Z6_C14,4.360091,True
South-West,Z6_C3,Z6_C15,0.451251,True
South-West,Z6_C3,Z6_C16,2.489269,True
South-West,Z6_C4,Z6_C5,2.518417,True
South-West,Z6_C4,Z6_C6,4.215088,True
South-West,Z6_C4,Z6_C7,3.326484,True
South-West,Z6_C4,Z6_C8,1.882797,True
South-West,Z6_C4,Z6_C9,2.529821,True
South-West,Z6_C4,Z6_C10,1.622982,True
South-West,Z6_C4,Z6_C11,1.005616,True
South-West,Z6_C4,Z6_C12,2.668112,True
South-West,Z6_C4,Z6_C13,1.738287,True
South-West,Z6_C4,Z6_C14,1.883964,True
South-West,Z6_C4,Z6_C15,2.264326,True
South-West,Z6_C4,Z6_C16,3.067115,True
South-West,Z6_C5,Z6_C6,6.728277,True
South-West,Z6_C5,Z6_C7,1.893515,True
South-West,Z6_C5,Z6_C8,4.190665,True
South-West,Z6_C5,Z6_C9,1.240651,True
South-West,Z6_C5,Z6_C10,4.015395,True
South-West,Z6_C5,Z6_C11,2.727547,True
South-West,Z6_C5,Z6_C12,2.547914,True
South-West,Z6_C5,Z6_C13,0.896552,True
South-West,Z6_C5,Z6_C14,4.135147,True
South-West,Z6_C5,Z6_C15,3.020768,True
South-West,Z6_C5,Z6_C16,1.171762,True
South-West,Z6_C6,Z6_C7,7.292462,True
South-West,Z6_C6,Z6_C8,3.044424,True
South-West,Z6_C6,Z6_C9,6.48298,True
South-West,Z6_C6,Z6_C10,3.003202,True
South-West,Z6_C6,Z6_C11,4.395982,True
South-West,Z6_C6,Z6_C12,6.170609,True
South-West,Z6_C6,Z6_C13,5.942964,True
South-West,Z6_C6,Z6_C14,2.907282,True
South-West,Z6_C6,Z6_C15,5.322127,True
South-West,Z6_C6,Z6_C16,7.206005,True
South-West,Z6_C7,Z6_C8,4.337527,True
South-West,Z6_C7,Z6_C9,3.128788,True
South-West,Z6_C7,Z6_C10,4.304085,True
South-West,Z6_C7,Z6_C11,2.896502,True
South-West,Z6_C7,Z6_C12,1.418549,True
South-West,Z6_C7,Z6_C13,1.840296,True
South-West,Z6_C7,Z6_C14,5.203498,True
South-West,Z6_C7,Z6_C15,2.30344,True
South-West,Z6_C7,Z6_C16,0.765348,True
South-West,Z6_C8,Z6_C9,4.40331,True
South-West,Z6_C8,Z6_C10,0.335025,True
South-West,Z6_C8,Z6_C11,1.509958,True
South-West,Z6_C8,Z6_C12,3.135856,True
South-West,Z6_C8,Z6_C13,3.307272,True
South-West,Z6_C8,Z6_C14,2.333317,True
South-West,Z6_C8,Z6_C15,2.277811,True
South-West,Z6_C8,Z6_C16,4.377963,True
South-West,Z6_C9,Z6_C10,4.15275,True
South-West,Z6_C9,Z6_C11,3.148141,True
South-West,Z6_C9,Z6_C12,3.58645,True
South-West,Z6_C9,Z6_C13,1.655635,True
South-West,Z6_C9,Z6_C14,3.655308,True
South-West,Z6_C9,Z6_C15,3.846836,True
South-West,Z6_C9,Z6_C16,2.411619,True
South-West,Z6_C10,Z6_C11,1.418679,True
South-West,Z6_C10,Z6_C12,3.175682,True
South-West,Z6_C10,Z6_C13,3.146997,True
South-West,Z6_C10,Z6_C14,2.013272,True
South-West,Z6_C10,Z6_C15,2.364425,True
South-West,Z6_C10,Z6_C16,4.28631,True
South-West,Z6_C11,Z6_C12,1.894653,True
South-West,Z6_C11,Z6_C13,1.832159,True
South-West,Z6_C11,Z6_C14,2.64121,True
South-West,Z6_C11,Z6_C15,1.303119,True
South-West,Z6_C11,Z6_C16,2.873718,True
South-West,Z6_C12,Z6_C13,1.942125,True
South-West,Z6_C12,Z6_C14,4.496568,True
South-West,Z6_C12,Z6_C15,0.920521,True
South-West,Z6_C12,Z6_C16,1.872231,True
South-West,Z6_C13,Z6_C14,3.51135,True
South-West,Z6_C13,Z6_C15,2.224614,True
South-West,Z6_C13,Z6_C16,1.381086,True
South-West,Z6_C14,Z6_C15,3.929314,True
South-West,Z6_C14,Z6_C16,4.886379,True
South-West,Z6_C15,Z6_C16,2.627142,True
South,Z7_Depot,Z7_C1,2.589623,True
South,Z7_Depot,Z7_C2,4.555558,True
South,Z7_Depot,Z7_C3,1.131671,True
South,Z7_Depot,Z7_C4,3.602466,True
South,Z7_Depot,Z7_C5,2.727318,True
South,Z7_Depot,Z7_C6,2.439855,True
South,Z7_Depot,Z7_C7,1.96204,True
South,Z7_Depot,Z7_C8,2.167867,True
South,Z7_Depot,Z7_C9,1.498624,True
South,Z7_Depot,Z7_C10,0.341697,True
South,Z7_Depot,Z7_C11,1.521334,True
South,Z7_Depot,Z7_C12,2.550751,True
South,Z7_Depot,Z7_C13,1.94201,True
South,Z7_Depot,Z7_C14,3.562872,True
South,Z7_Depot,Z7_C15,3.211452,True
South,Z7_Depot,Z7_C16,2.319593,True
South,Z7_C1,Z7_C2,6.923314,True
South,Z7_C1,Z7_C3,2.100369,True
South,Z7_C1,Z7_C4,6.08241,True
South,Z7_C1,Z7_C5,5.232543,True
South,Z7_C1,Z7_C6,0.725429,True
South,Z7_C1,Z7_C7,2.732232,True
South,Z7_C1,Z7_C8,4.510864,True
South,Z7_C1,Z7_C9,3.938727,True
South,Z7_C1,Z7_C10,2.481652,True
South,Z7_C1,Z7_C11,3.957845,True
South,Z7_C1,Z7_C12,5.097929,True
South,Z7_C1,Z7_C13,2.765133,True
South,Z7_C1,Z7_C14,6.147289,True
South,Z7_C1,Z7_C15,5.771832,True
South,Z7_C1,Z7_C16,0.73408,True
South,Z7_C2,Z7_C3,5.617161,True
South,Z7_C2,Z7_C4,1.104775,True
South,Z7_C2,Z7_C5,3.507807,True
South,Z7_C2,Z7_C6,6.950897,True
South,Z7_C2,Z7_C7,4.56678,True
South,Z7_C2,Z7_C8,4.211969,True
South,Z7_C2,Z7_C9,4.075385,True
South,Z7_C2,Z7_C10,4.828896,True
South,Z7_C2,Z7_C11,4.077989,True
South,Z7_C2,Z7_C12,2.195108,True
South,Z7_C2,Z7_C13,6.106243,True
South,Z7_C2,Z7_C14,2.008603,True
South,Z7_C2,Z7_C15,1.809703,True
South,Z7_C2,Z7_C16,6.830662,True
South,Z7_C3,Z7_C4,4.61334,True
South,Z7_C3,Z7_C5,3.246205,True
South,Z7_C3,Z7_C6,1.666159,True
South,Z7_C3,Z7_C7,2.76742,True
South,Z7_C3,Z7_C8,2.452081,True
South,Z7_C3,Z7_C9,1.959563,True
South,Z7_C3,Z7_C10,0.807673,True
South,Z7_C3,Z7_C11,1.974684,True
South,Z7_C3,Z7_C12,3.51518,True
South,Z7_C3,Z7_C13,0.977324,True
South,Z7_C3,Z7_C14,4.405509,True
South,Z7_C3,Z7_C15,4.134446,True
South,Z7_C3,Z7_C16,1.560625,True
South,Z7_C4,Z7_C5,2.427697,True
South,Z7_C4,Z7_C6,6.035213,True
South,Z7_C4,Z7_C7,3.97417,True
South,Z7_C4,Z7_C8,3.107798,True
South,Z7_C4,Z7_C9,2.984219,True
South,Z7_C4,Z7_C10,3.84747,True
South,Z7_C4,Z7_C11,2.985687,True
South,Z7_C4,Z7_C12,1.117805,True
South,Z7_C4,Z7_C13,5.040979,True
South,Z7_C4,Z7_C14,1.067479,True
South,Z7_C4,Z7_C15,0.726125,True
South,Z7_C4,Z7_C16,5.914608,True
South,Z7_C5,Z7_C6,4.905475,True
South,Z7_C5,Z7_C7,4.230845,True
South,Z7_C5,Z7_C8,0.902914,True
South,Z7_C5,Z7_C9,1.297503,True
South,Z7_C5,Z7_C10,2.758065,True
South,Z7_C5,Z7_C11,1.279763,True
South,Z7_C5,Z7_C12,1.604262,True
South,Z7_C5,Z7_C13,3.232989,True
South,Z7_C5,Z7_C14,1.597354,True
South,Z7_C5,Z7_C15,1.703211,True
South,Z7_C5,Z7_C16,4.795278,True
South,Z7_C6,Z7_C7,3.091339,True
South,Z7_C6,Z7_C8,4.117424,True
South,Z7_C6,Z7_C9,3.611415,True
South,Z7_C6,Z7_C10,2.244255,True
South,Z7_C6,Z7_C11,3.627921,True
South,Z7_C6,Z7_C12,4.990181,True
South,Z7_C6,Z7_C13,2.149607,True
South,Z7_C6,Z7_C14,5.973793,True
South,Z7_C6,Z7_C15,5.646731,True
South,Z7_C6,Z7_C16,0.12062,True
South,Z7_C7,Z7_C8,3.938355,True
South,Z7_C7,Z7_C9,3.255771,True
South,Z7_C7,Z7_C10,2.235442,True
South,Z7_C7,Z7_C11,3.279075,True
South,Z7_C7,Z7_C12,3.297656,True
South,Z7_C7,Z7_C13,3.732892,True
South,Z7_C7,Z7_C14,4.43537,True
South,Z7_C7,Z7_C15,3.938077,True
South,Z7_C7,Z7_C16,2.993425,True
South,Z7_C8,Z7_C9,0.686914,True
South,Z7_C8,Z7_C10,2.104491,True
South,Z7_C8,Z7_C11,0.663402,True
South,Z7_C8,Z7_C12,2.095031,True
South,Z7_C8,Z7_C13,2.339409,True
South,Z7_C8,Z7_C14,2.431302,True
South,Z7_C8,Z7_C15,2.416485,True
South,Z7_C8,Z7_C16,4.012697,True
South,Z7_C9,Z7_C10,1.476667,True
South,Z7_C9,Z7_C11,0.023513,True
South,Z7_C9,Z7_C12,1.881653,True
South,Z7_C9,Z7_C13,2.102141,True
South,Z7_C9,Z7_C14,2.533483,True
South,Z7_C9,Z7_C15,2.370589,True
South,Z7_C9,Z7_C16,3.500214,True
South,Z7_C10,Z7_C11,1.497412,True
South,Z7_C10,Z7_C12,2.768916,True
South,Z7_C10,Z7_C13,1.602359,True
South,Z7_C10,Z7_C14,3.72954,True
South,Z7_C10,Z7_C15,3.412551,True
South,Z7_C10,Z7_C16,2.126048,True
South,Z7_C11,Z7_C12,1.884989,True
South,Z7_C11,Z7_C13,2.107236,True
South,Z7_C11,Z7_C14,2.526742,True
South,Z7_C11,Z7_C15,2.368649,True
South,Z7_C11,Z7_C16,3.516939,True
South,Z7_C12,Z7_C13,3.92343,True
South,Z7_C12,Z7_C14,1.139488,True
South,Z7_C12,Z7_C15,0.679278,True
South,Z7_C12,Z7_C16,4.870045,True
South,Z7_C13,Z7_C14,4.631738,True
South,Z7_C13,Z7_C15,4.463971,True
South,Z7_C13,Z7_C16,2.080785,True
South,Z7_C14,Z7_C15,0.5335,True
South,Z7_C14,Z7_C16,5.85548,True
South,Z7_C15,Z7_C16,5.527017,True
South-East Outer,Z8_C1,Z8_C2,7.172344,True
South-East Outer,Z8_C1,Z8_C3,5.951769,True
South-East Outer,Z8_C1,Z8_C4,1.027961,True
South-East Outer,Z8_C1,Z8_C5,1.371202,True
South-East Outer,Z8_C1,Z8_C6,4.858523,True
South-East Outer,Z8_C1,Z8_C7,1.144237,True
South-East Outer,Z8_C1,Z8_C8,0.854674,True
South-East Outer,Z8_C1,Z8_C9,3.05185,True
South-East Outer,Z8_C1,Z8_C10,2.155691,True
South-East Outer,Z8_C1,Z8_C11,0.72089,True
South-East Outer,Z8_C1,Z8_C12,0.808622,True
South-East Outer,Z8_C1,Z8_C13,0.774599,True
South-East Outer,Z8_C1,Z8_C14,1.974592,True
South-East Outer,Z8_C1,Z8_C15,3.692779,True
South-East Outer,Z8_C1,Z8_C16,6.063871,True
South-East Outer,Z8_C2,Z8_C3,3.55411,True
South-East Outer,Z8_C2,Z8_C4,6.25133,True
South-East Outer,Z8_C2,Z8_C5,5.916385,True
South-East Outer,Z8_C2,Z8_C6,2.617244,True
South-East Outer,Z8_C2,Z8_C7,6.050514,True
South-East Outer,Z8_C2,Z8_C8,7.961597,True
South-East Outer,Z8_C2,Z8_C9,4.664983,True
South-East Outer,Z8_C2,Z8_C10,8.457522,True
South-East Outer,Z8_C2,Z8_C11,7.587174,True
South-East Outer,Z8_C2,Z8_C12,7.94262,True
South-East Outer,Z8_C2,Z8_C13,7.903594,True
South-East Outer,Z8_C2,Z8_C14,5.41899,True
South-East Outer,Z8_C2,Z8_C15,4.62652,True
South-East Outer,Z8_C2,Z8_C16,3.210592,True
South-East Outer,Z8_C3,Z8_C4,4.928761,True
South-East Outer,Z8_C3,Z8_C5,5.198243,True
South-East Outer,Z8_C3,Z8_C6,1.983643,True
South-East Outer,Z8_C3,Z8_C7,4.885537,True
South-East Outer,Z8_C3,Z8_C8,6.49725,True
South-East Outer,Z8_C3,Z8_C9,2.906187,True
South-East Outer,Z8_C3,Z8_C10,6.342672,True
South-East Outer,Z8_C3,Z8_C11,6.599123,True
South-East Outer,Z8_C3,Z8_C12,6.747472,True
South-East Outer,Z8_C3,Z8_C13,6.478292,True
South-East Outer,Z8_C3,Z8_C14,3.993885,True
South-East Outer,Z8_C3,Z8_C15,2.293758,True
South-East Outer,Z8_C3,Z8_C16,0.352556,True
South-East Outer,Z8_C4,Z8_C5,0.986299,True
South-East Outer,Z8_C4,Z8_C6,3.861773,True
South-East Outer,Z8_C4,Z8_C7,0.289854,True
South-East Outer,Z8_C4,Z8_C8,1.719189,True
South-East Outer,Z8_C4,Z8_C9,2.025428,True
South-East Outer,Z8_C4,Z8_C10,2.475166,True
South-East Outer,Z8_C4,Z8_C11,1.680308,True
South-East Outer,Z8_C4,Z8_C12,1.834258,True
South-East Outer,Z8_C4,Z8_C13,1.669719,True
South-East Outer,Z8_C4,Z8_C14,0.946946,True
South-East Outer,Z8_C4,Z8_C15,2.686297,True
South-East Outer,Z8_C4,Z8_C16,5.036612,True
South-East Outer,Z8_C5,Z8_C6,3.787146,True
South-East Outer,Z8_C5,Z8_C7,0.722344,True
South-East Outer,Z8_C5,Z8_C8,2.225381,True
South-East Outer,Z8_C5,Z8_C9,2.374054,True
South-East Outer,Z8_C5,Z8_C10,3.33789,True
South-East Outer,Z8_C5,Z8_C11,1.671066,True
South-East Outer,Z8_C5,Z8_C12,2.057216,True
South-East Outer,Z8_C5,Z8_C13,2.14571,True
South-East Outer,Z8_C5,Z8_C14,1.392932,True
South-East Outer,Z8_C5,Z8_C15,3.134831,True
South-East Outer,Z8_C5,Z8_C16,5.241463,True
South-East Outer,Z8_C6,Z8_C7,3.714781,True
South-East Outer,Z8_C6,Z8_C8,5.574694,True
South-East Outer,Z8_C6,Z8_C9,2.072085,True
South-East Outer,Z8_C6,Z8_C10,5.89461,True
South-East Outer,Z8_C6,Z8_C11,5.390019,True
South-East Outer,Z8_C6,Z8_C12,5.662295,True
South-East Outer,Z8_C6,Z8_C13,5.529737,True
South-East Outer,Z8_C6,Z8_C14,2.951141,True
South-East Outer,Z8_C6,Z8_C15,2.026619,True
South-East Outer,Z8_C6,Z8_C16,1.826005,True
South-East Outer,Z8_C7,Z8_C8,1.912148,True
South-East Outer,Z8_C7,Z8_C9,1.982577,True
South-East Outer,Z8_C7,Z8_C10,2.757882,True
South-East Outer,Z8_C7,Z8_C11,1.720133,True
South-East Outer,Z8_C7,Z8_C12,1.947945,True
South-East Outer,Z8_C7,Z8_C13,1.853081,True
South-East Outer,Z8_C7,Z8_C14,0.898167,True
South-East Outer,Z8_C7,Z8_C15,2.688559,True
South-East Outer,Z8_C7,Z8_C16,4.973917,True
South-East Outer,Z8_C8,Z8_C9,3.651866,True
South-East Outer,Z8_C8,Z8_C10,1.550549,True
South-East Outer,Z8_C8,Z8_C11,1.028611,True
South-East Outer,Z8_C8,Z8_C12,0.604534,True
South-East Outer,Z8_C8,Z8_C13,0.094879,True
South-East Outer,Z8_C8,Z8_C14,2.62999,True
South-East Outer,Z8_C8,Z8_C15,4.205203,True
South-East Outer,Z8_C8,Z8_C16,6.642957,True
South-East Outer,Z8_C9,Z8_C10,3.825052,True
South-East Outer,Z8_C9,Z8_C11,3.69297,True
South-East Outer,Z8_C9,Z8_C12,3.853671,True
South-East Outer,Z8_C9,Z8_C13,3.622252,True
South-East Outer,Z8_C9,Z8_C14,1.087863,True
South-East Outer,Z8_C9,Z8_C15,0.774584,True
South-East Outer,Z8_C9,Z8_C16,3.012384,True
South-East Outer,Z8_C10,Z8_C11,2.566935,True
South-East Outer,Z8_C10,Z8_C12,2.149153,True
South-East Outer,Z8_C10,Z8_C13,1.637346,True
South-East Outer,Z8_C10,Z8_C14,3.082755,True
South-East Outer,Z8_C10,Z8_C15,4.126983,True
South-East Outer,Z8_C10,Z8_C16,6.559973,True
South-East Outer,Z8_C11,Z8_C12,0.511254,True
South-East Outer,Z8_C11,Z8_C13,0.936456,True
South-East Outer,Z8_C11,Z8_C14,2.605258,True
South-East Outer,Z8_C11,Z8_C15,4.366583,True
South-East Outer,Z8_C11,Z8_C16,6.693387,True
South-East Outer,Z8_C12,Z8_C13,0.528526,True
South-East Outer,Z8_C12,Z8_C14,2.78118,True
South-East Outer,Z8_C12,Z8_C15,4.476298,True
South-East Outer,Z8_C12,Z8_C16,6.865992,True
South-East Outer,Z8_C13,Z8_C14,2.590107,True
South-East Outer,Z8_C13,Z8_C15,4.188192,True
South-East Outer,Z8_C13,Z8_C16,6.619458,True
South-East Outer,Z8_C14,Z8_C15,1.794005,True
South-East Outer,Z8_C14,Z8_C16,4.093063,True
South-East Outer,Z8_C15,Z8_C16,2.462441,True
